0	1239
 
1	2168
 
12	91 
13	643 
14	209
 
15	130 
16	1047 
17	307 
18	73 
19	187 
2	704
 
22	979 
23	964 
25	85 
26	266 
29	237 
3	1462
 
30	1377 
31	1151 
32	2488 
33	201 
36	838 
4	397 
47	1100 
5	418 
53	167 
54	121 
55	696 
56	418 
57	683 
58	315 
6	17 
60	32 
7	966 
8	1677
 
9	18 
