0	186
1	326
2	106
3	220
4	60
5	63
6	3
7	145
8	252
9	3
12	14
13	97
14	32
15	20
16	158
17	47
18	11
19	29
22	147
23	145
25	13
26	40
29	36
30	207
31	173
32	374
33	31
36	126
47	165
53	26
54	19
55	105
56	63
57	103
58	48
60	5
